type,selection,odds,ev_units,ev_pct,confidence,sort_weight,season,week,game_date,home_team,away_team,result,game_id
MONEYLINE,Green Bay Packers ML,-198,0.4709716466695198,47.09716466695198,High,"(3, 0.4709716466695198)",2025,14,2025-12-07,Green Bay Packers,Chicago Bears,Win,2025_14_CHI_GB
MONEYLINE,Jacksonville Jaguars ML,-162,0.3758440078689118,37.58440078689118,High,"(3, 0.3758440078689118)",2025,14,2025-12-07,Jacksonville Jaguars,Indianapolis Colts,Win,2025_14_IND_JAX
MONEYLINE,Minnesota Vikings ML,105,0.5931195419027134,59.311954190271344,High,"(3, 0.5931195419027134)",2025,14,2025-12-07,Minnesota Vikings,Washington Commanders,Win,2025_14_WAS_MIN
MONEYLINE,New York Jets ML,105,0.7258265161386386,72.58265161386386,High,"(3, 0.7258265161386386)",2025,14,2025-12-07,New York Jets,Miami Dolphins,Loss,2025_14_MIA_NYJ
MONEYLINE,Tampa Bay Buccaneers ML,-440,0.14779498662630758,14.779498662630758,High,"(3, 0.14779498662630758)",2025,14,2025-12-07,Tampa Bay Buccaneers,New Orleans Saints,Loss,2025_14_NO_TB
MONEYLINE,Las Vegas Raiders ML,154,1.2594685512822514,125.94685512822514,High,"(3, 1.2594685512822514)",2025,14,2025-12-07,Las Vegas Raiders,Denver Broncos,Loss,2025_14_DEN_LV
MONEYLINE,Arizona Cardinals ML,102,0.569805597387064,56.980559738706404,High,"(3, 0.569805597387064)",2025,14,2025-12-07,Arizona Cardinals,Los Angeles Rams,Loss,2025_14_LA_ARI
MONEYLINE,Buffalo Bills ML,-245,0.36360694032015195,36.360694032015196,High,"(3, 0.36360694032015195)",2025,14,2025-12-07,Buffalo Bills,Cincinnati Bengals,Win,2025_14_CIN_BUF
MONEYLINE,Kansas City Chiefs ML,-278,0.33639189840911693,33.63918984091169,High,"(3, 0.33639189840911693)",2025,14,2025-12-07,Kansas City Chiefs,Houston Texans,Loss,2025_14_HOU_KC
MONEYLINE,Detroit Lions ML,-175,0.29169646738508703,29.169646738508703,High,"(3, 0.29169646738508703)",2025,14,2025-12-04,Detroit Lions,Dallas Cowboys,Win,2025_14_DAL_DET
MONEYLINE,Pittsburgh Steelers ML,-155,0.4336562246883069,43.365622468830686,High,"(3, 0.4336562246883069)",2025,15,2025-12-15,Pittsburgh Steelers,Miami Dolphins,Win,2025_15_MIA_PIT
MONEYLINE,Chicago Bears ML,-310,0.23715324881470268,23.715324881470266,High,"(3, 0.23715324881470268)",2025,15,2025-12-14,Chicago Bears,Cleveland Browns,Win,2025_15_CLE_CHI
MONEYLINE,Cincinnati Bengals ML,114,0.7771923214034473,77.71923214034473,High,"(3, 0.7771923214034473)",2025,15,2025-12-14,Cincinnati Bengals,Baltimore Ravens,Loss,2025_15_BAL_CIN
MONEYLINE,Houston Texans ML,-135,0.5455052571182375,54.55052571182375,High,"(3, 0.5455052571182375)",2025,15,2025-12-14,Houston Texans,Arizona Cardinals,Win,2025_15_ARI_HOU
MONEYLINE,Jacksonville Jaguars ML,-218,0.43376554114070104,43.3765541140701,High,"(3, 0.43376554114070104)",2025,15,2025-12-14,Jacksonville Jaguars,New York Jets,Win,2025_15_NYJ_JAX
MONEYLINE,Kansas City Chiefs ML,-218,0.4336972645376385,43.36972645376385,High,"(3, 0.4336972645376385)",2025,15,2025-12-14,Kansas City Chiefs,Los Angeles Chargers,Loss,2025_15_LAC_KC
MONEYLINE,New England Patriots ML,180,1.41913442172988,141.913442172988,High,"(3, 1.41913442172988)",2025,15,2025-12-14,New England Patriots,Buffalo Bills,Loss,2025_15_BUF_NE
MONEYLINE,New York Giants ML,180,1.499101179248735,149.9101179248735,High,"(3, 1.499101179248735)",2025,15,2025-12-14,New York Giants,Washington Commanders,Loss,2025_15_WAS_NYG
TOTAL,Over 40.5 (-105),-110,0.23832282756386391,23.83228275638639,High,"(3, 0.23832282756386391)",2025,15,2025-12-14,Philadelphia Eagles,Las Vegas Raiders,Loss,2025_15_LV_PHI
MONEYLINE,Denver Broncos ML,-122,0.551676305687661,55.1676305687661,High,"(3, 0.551676305687661)",2025,15,2025-12-14,Denver Broncos,Green Bay Packers,Win,2025_15_GB_DEN
MONEYLINE,Los Angeles Rams ML,102,0.569805597387064,56.980559738706404,High,"(3, 0.569805597387064)",2025,15,2025-12-14,Los Angeles Rams,Detroit Lions,Win,2025_15_DET_LA
MONEYLINE,New Orleans Saints ML,105,0.7258265161386386,72.58265161386386,High,"(3, 0.7258265161386386)",2025,15,2025-12-14,New Orleans Saints,Carolina Panthers,Win,2025_15_CAR_NO
MONEYLINE,Seattle Seahawks ML,-185,0.5150506844737776,51.50506844737775,High,"(3, 0.5150506844737776)",2025,15,2025-12-14,Seattle Seahawks,Indianapolis Colts,Win,2025_15_IND_SEA
MONEYLINE,San Francisco 49ers ML,-360,0.19502934821586748,19.50293482158675,High,"(3, 0.19502934821586748)",2025,15,2025-12-14,San Francisco 49ers,Tennessee Titans,Win,2025_15_TEN_SF
MONEYLINE,Dallas Cowboys ML,-270,0.1264289059014731,12.64289059014731,High,"(3, 0.1264289059014731)",2025,15,2025-12-14,Dallas Cowboys,Minnesota Vikings,Loss,2025_15_MIN_DAL
MONEYLINE,Tampa Bay Buccaneers ML,-238,0.3752318929230518,37.52318929230518,High,"(3, 0.3752318929230518)",2025,15,2025-12-11,Tampa Bay Buccaneers,Atlanta Falcons,Loss,2025_15_ATL_TB
MONEYLINE,Indianapolis Colts ML,140,1.0735437900541829,107.35437900541828,High,"(3, 1.0735437900541829)",2025,16,2025-12-22,Indianapolis Colts,San Francisco 49ers,Loss,2025_16_SF_IND
SPREAD,Baltimore Ravens -2.5,-110,0.138835215866274,13.8835215866274,High,"(3, 0.138835215866274)",2025,16,2025-12-21,Baltimore Ravens,New England Patriots,Loss,2025_16_NE_BAL
MONEYLINE,Carolina Panthers ML,154,1.0727030016541237,107.27030016541237,High,"(3, 1.0727030016541237)",2025,16,2025-12-21,Carolina Panthers,Tampa Bay Buccaneers,Win,2025_16_TB_CAR
MONEYLINE,Buffalo Bills ML,-410,0.10651907159011731,10.651907159011731,Medium,"(2, 0.10651907159011731)",2025,16,2025-12-21,Cleveland Browns,Buffalo Bills,Win,2025_16_BUF_CLE
MONEYLINE,Dallas Cowboys ML,-118,0.5185892212863196,51.85892212863196,High,"(3, 0.5185892212863196)",2025,16,2025-12-21,Dallas Cowboys,Los Angeles Chargers,Loss,2025_16_LAC_DAL
MONEYLINE,New Orleans Saints ML,-125,0.5236443082589944,52.36443082589945,High,"(3, 0.5236443082589944)",2025,16,2025-12-21,New Orleans Saints,New York Jets,Win,2025_16_NYJ_NO
MONEYLINE,New York Giants ML,114,0.9237258735136544,92.37258735136544,High,"(3, 0.9237258735136544)",2025,16,2025-12-21,New York Giants,Minnesota Vikings,Loss,2025_16_MIN_NYG
MONEYLINE,Kansas City Chiefs ML,-325,0.16943348359950244,16.943348359950246,High,"(3, 0.16943348359950244)",2025,16,2025-12-21,Tennessee Titans,Kansas City Chiefs,Loss,2025_16_KC_TEN
MONEYLINE,Arizona Cardinals ML,-185,0.5056580812907854,50.56580812907854,High,"(3, 0.5056580812907854)",2025,16,2025-12-21,Arizona Cardinals,Atlanta Falcons,Loss,2025_16_ATL_ARI
MONEYLINE,Denver Broncos ML,-245,0.38401195309813635,38.40119530981364,High,"(3, 0.38401195309813635)",2025,16,2025-12-21,Denver Broncos,Jacksonville Jaguars,Loss,2025_16_JAX_DEN
MONEYLINE,Detroit Lions ML,-258,0.36379831936004425,36.37983193600442,High,"(3, 0.36379831936004425)",2025,16,2025-12-21,Detroit Lions,Pittsburgh Steelers,Loss,2025_16_PIT_DET
MONEYLINE,Houston Texans ML,-205,0.46235727612279826,46.235727612279824,High,"(3, 0.46235727612279826)",2025,16,2025-12-21,Houston Texans,Las Vegas Raiders,Win,2025_16_LV_HOU
MONEYLINE,Miami Dolphins ML,105,0.5931195419027134,59.311954190271344,High,"(3, 0.5931195419027134)",2025,16,2025-12-21,Miami Dolphins,Cincinnati Bengals,Loss,2025_16_CIN_MIA
MONEYLINE,Chicago Bears ML,114,0.929624318031283,92.9624318031283,High,"(3, 0.929624318031283)",2025,16,2025-12-19,Chicago Bears,Green Bay Packers,Win,2025_16_GB_CHI
MONEYLINE,Washington Commanders ML,295,2.246855211199787,224.68552111997872,High,"(3, 2.246855211199787)",2025,16,2025-12-19,Washington Commanders,Philadelphia Eagles,Loss,2025_16_PHI_WAS
MONEYLINE,Seattle Seahawks ML,105,0.7389625632497148,73.89625632497147,High,"(3, 0.7389625632497148)",2025,16,2025-12-18,Seattle Seahawks,Los Angeles Rams,Win,2025_16_LA_SEA
MONEYLINE,Atlanta Falcons ML,360,0.511736456808199,51.1736456808199,High,"(3, 0.511736456808199)",2025,17,2025-12-29,Atlanta Falcons,Los Angeles Rams,,2025_17_LA_ATL
MONEYLINE,Carolina Panthers ML,295,0.43310543130990387,43.31054313099039,High,"(3, 0.43310543130990387)",2025,17,2025-12-28,Carolina Panthers,Seattle Seahawks,,2025_17_SEA_CAR
MONEYLINE,Cleveland Browns ML,150,0.2589041095890413,25.89041095890413,High,"(3, 0.2589041095890413)",2025,17,2025-12-28,Cleveland Browns,Pittsburgh Steelers,,2025_17_PIT_CLE
TOTAL,Over 40.5 (-110),-110,0.123033564493922,12.3033564493922,Medium,"(2, 0.123033564493922)",2025,17,2025-12-28,Green Bay Packers,Baltimore Ravens,,2025_17_BAL_GB
MONEYLINE,Indianapolis Colts ML,225,0.34864221615294566,34.86422161529457,High,"(3, 0.34864221615294566)",2025,17,2025-12-28,Indianapolis Colts,Jacksonville Jaguars,,2025_17_JAX_IND
MONEYLINE,Los Angeles Chargers ML,-125,0.17444155844155862,17.444155844155862,High,"(3, 0.17444155844155862)",2025,17,2025-12-28,Los Angeles Chargers,Houston Texans,,2025_17_HOU_LAC
MONEYLINE,Las Vegas Raiders ML,-108,0.18573528845783782,18.573528845783784,High,"(3, 0.18573528845783782)",2025,17,2025-12-28,Las Vegas Raiders,New York Giants,,2025_17_NYG_LV
MONEYLINE,Miami Dolphins ML,235,0.3616033786265148,36.16033786265148,High,"(3, 0.3616033786265148)",2025,17,2025-12-28,Miami Dolphins,Tampa Bay Buccaneers,,2025_17_TB_MIA
MONEYLINE,New York Jets ML,675,0.8896231493943474,88.96231493943473,High,"(3, 0.8896231493943474)",2025,17,2025-12-28,New York Jets,New England Patriots,,2025_17_NE_NYJ
MONEYLINE,Tennessee Titans ML,124,0.22738641634456092,22.73864163445609,High,"(3, 0.22738641634456092)",2025,17,2025-12-28,Tennessee Titans,New Orleans Saints,,2025_17_NO_TEN
MONEYLINE,Buffalo Bills ML,-122,0.1756657535090309,17.56657535090309,High,"(3, 0.1756657535090309)",2025,17,2025-12-28,Buffalo Bills,Philadelphia Eagles,,2025_17_PHI_BUF
MONEYLINE,San Francisco 49ers ML,-162,0.15372145425783384,15.372145425783385,High,"(3, 0.15372145425783384)",2025,17,2025-12-28,San Francisco 49ers,Chicago Bears,,2025_17_CHI_SF
MONEYLINE,Washington Commanders ML,650,0.8493670886075947,84.93670886075947,High,"(3, 0.8493670886075947)",2025,17,2025-12-25,Washington Commanders,Dallas Cowboys,,2025_17_DAL_WAS
MONEYLINE,Minnesota Vikings ML,285,0.42137161430119163,42.137161430119164,High,"(3, 0.42137161430119163)",2025,17,2025-12-25,Minnesota Vikings,Detroit Lions,,2025_17_DET_MIN
MONEYLINE,Kansas City Chiefs ML,675,0.8896231493943474,88.96231493943473,High,"(3, 0.8896231493943474)",2025,17,2025-12-25,Kansas City Chiefs,Denver Broncos,,2025_17_DEN_KC
